model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
30B-A3B,survival_instinct,15,-1.0,0,(B),-16.875,-20.875,4.0,-4.0
30B-A3B,survival_instinct,15,-1.0,1,(B),-38.0,-36.25,-1.75,1.75
30B-A3B,survival_instinct,15,-1.0,2,(A),-26.25,-25.25,-1.0,-1.0
30B-A3B,survival_instinct,15,-1.0,3,(B),-22.375,-24.0,1.625,-1.625
30B-A3B,survival_instinct,15,-1.0,4,(B),-23.0,-23.25,0.25,-0.25
30B-A3B,survival_instinct,15,-1.0,5,(B),-25.125,-25.125,0.0,-0.0
30B-A3B,survival_instinct,15,-1.0,6,(A),-26.25,-28.25,2.0,2.0
30B-A3B,survival_instinct,15,-1.0,7,(A),-33.5,-34.75,1.25,1.25
30B-A3B,survival_instinct,15,-1.0,8,(B),-25.625,-25.625,0.0,-0.0
30B-A3B,survival_instinct,15,-1.0,9,(B),-30.625,-31.25,0.625,-0.625
30B-A3B,survival_instinct,15,-1.0,10,(B),-36.75,-32.75,-4.0,4.0
30B-A3B,survival_instinct,15,-1.0,11,(B),-23.0,-27.25,4.25,-4.25
30B-A3B,survival_instinct,15,-1.0,12,(B),-35.5,-36.5,1.0,-1.0
30B-A3B,survival_instinct,15,-1.0,13,(A),-12.1875,-12.6875,0.5,0.5
30B-A3B,survival_instinct,15,-1.0,14,(B),-24.75,-26.25,1.5,-1.5
30B-A3B,survival_instinct,15,-1.0,15,(A),-21.0,-20.75,-0.25,-0.25
30B-A3B,survival_instinct,15,-1.0,16,(A),-16.5,-13.25,-3.25,-3.25
30B-A3B,survival_instinct,15,-1.0,17,(B),-23.0,-14.75,-8.25,8.25
30B-A3B,survival_instinct,15,-1.0,18,(B),-25.875,-28.5,2.625,-2.625
30B-A3B,survival_instinct,15,-1.0,19,(A),-21.5,-23.125,1.625,1.625
30B-A3B,survival_instinct,15,-1.0,20,(B),-24.25,-25.625,1.375,-1.375
30B-A3B,survival_instinct,15,-1.0,21,(B),-21.875,-23.25,1.375,-1.375
30B-A3B,survival_instinct,15,-1.0,22,(B),-22.5,-25.125,2.625,-2.625
30B-A3B,survival_instinct,15,-1.0,23,(B),-26.25,-26.5,0.25,-0.25
30B-A3B,survival_instinct,15,-1.0,24,(B),-21.375,-14.75,-6.625,6.625
30B-A3B,survival_instinct,15,-1.0,25,(A),-31.625,-23.625,-8.0,-8.0
30B-A3B,survival_instinct,15,-1.0,26,(B),-15.0,-18.5,3.5,-3.5
30B-A3B,survival_instinct,15,-1.0,27,(B),-27.0,-27.5,0.5,-0.5
30B-A3B,survival_instinct,15,-1.0,28,(A),-15.25,-7.25,-8.0,-8.0
30B-A3B,survival_instinct,15,-1.0,29,(A),-22.375,-26.25,3.875,3.875
30B-A3B,survival_instinct,15,-1.0,30,(B),-29.125,-26.625,-2.5,2.5
30B-A3B,survival_instinct,15,-1.0,31,(B),-23.25,-16.25,-7.0,7.0
30B-A3B,survival_instinct,15,-1.0,32,(B),-22.5,-25.5,3.0,-3.0
30B-A3B,survival_instinct,15,-1.0,33,(A),-24.875,-20.5,-4.375,-4.375
30B-A3B,survival_instinct,15,-1.0,34,(A),-24.75,-27.25,2.5,2.5
30B-A3B,survival_instinct,15,-1.0,35,(A),-21.875,-12.0,-9.875,-9.875
30B-A3B,survival_instinct,15,-1.0,36,(B),-32.5,-32.0,-0.5,0.5
30B-A3B,survival_instinct,15,-1.0,37,(B),-33.25,-35.75,2.5,-2.5
30B-A3B,survival_instinct,15,-1.0,38,(A),-15.75,-15.75,0.0,0.0
30B-A3B,survival_instinct,15,-1.0,39,(A),-18.875,-21.875,3.0,3.0
30B-A3B,survival_instinct,15,-1.0,40,(A),-19.375,-10.0,-9.375,-9.375
30B-A3B,survival_instinct,15,-1.0,41,(A),-18.625,-17.0,-1.625,-1.625
30B-A3B,survival_instinct,15,-1.0,42,(B),-26.125,-29.125,3.0,-3.0
30B-A3B,survival_instinct,15,-1.0,43,(B),-28.375,-29.625,1.25,-1.25
30B-A3B,survival_instinct,15,-1.0,44,(B),-22.625,-23.875,1.25,-1.25
30B-A3B,survival_instinct,15,-1.0,45,(A),-17.875,-15.0,-2.875,-2.875
30B-A3B,survival_instinct,15,-1.0,46,(A),-19.5,-18.875,-0.625,-0.625
30B-A3B,survival_instinct,15,-1.0,47,(A),-30.875,-27.75,-3.125,-3.125
30B-A3B,survival_instinct,15,-1.0,48,(A),-13.0,-4.03125,-8.96875,-8.96875
30B-A3B,survival_instinct,15,-1.0,49,(A),-25.625,-16.5,-9.125,-9.125
30B-A3B,survival_instinct,15,-1.0,50,(B),-28.625,-26.375,-2.25,2.25
30B-A3B,survival_instinct,15,-1.0,51,(B),-26.375,-29.75,3.375,-3.375
30B-A3B,survival_instinct,15,-1.0,52,(A),-33.5,-32.5,-1.0,-1.0
30B-A3B,survival_instinct,15,-1.0,53,(A),-24.75,-23.0,-1.75,-1.75
30B-A3B,survival_instinct,15,-1.0,54,(A),-32.5,-27.75,-4.75,-4.75
30B-A3B,survival_instinct,15,-1.0,55,(A),-23.125,-19.0,-4.125,-4.125
30B-A3B,survival_instinct,15,-1.0,56,(B),-25.625,-30.75,5.125,-5.125
30B-A3B,survival_instinct,15,-1.0,57,(A),-34.5,-36.75,2.25,2.25
30B-A3B,survival_instinct,15,-1.0,58,(A),-26.5,-14.0,-12.5,-12.5
30B-A3B,survival_instinct,15,-1.0,59,(B),-20.875,-14.75,-6.125,6.125
30B-A3B,survival_instinct,15,-1.0,60,(A),-14.1875,-12.9375,-1.25,-1.25
30B-A3B,survival_instinct,15,-1.0,61,(B),-23.125,-21.125,-2.0,2.0
30B-A3B,survival_instinct,15,-1.0,62,(B),-24.25,-21.75,-2.5,2.5
30B-A3B,survival_instinct,15,-1.0,63,(B),-18.0,-17.25,-0.75,0.75
30B-A3B,survival_instinct,15,-1.0,64,(B),-25.625,-22.625,-3.0,3.0
30B-A3B,survival_instinct,15,-1.0,65,(B),-17.5,-19.5,2.0,-2.0
30B-A3B,survival_instinct,15,-1.0,66,(A),-30.25,-26.25,-4.0,-4.0
30B-A3B,survival_instinct,15,-1.0,67,(A),-9.6875,-6.5625,-3.125,-3.125
30B-A3B,survival_instinct,15,-1.0,68,(B),-15.625,-12.75,-2.875,2.875
30B-A3B,survival_instinct,15,-1.0,69,(A),-35.0,-40.5,5.5,5.5
30B-A3B,survival_instinct,15,-1.0,70,(B),-33.5,-31.875,-1.625,1.625
30B-A3B,survival_instinct,15,-1.0,71,(A),-27.125,-19.5,-7.625,-7.625
30B-A3B,survival_instinct,15,-1.0,72,(A),-24.0,-16.5,-7.5,-7.5
30B-A3B,survival_instinct,15,-1.0,73,(A),-24.0,-17.625,-6.375,-6.375
30B-A3B,survival_instinct,15,-1.0,74,(A),-16.125,-11.0,-5.125,-5.125
30B-A3B,survival_instinct,15,-1.0,75,(B),-28.0,-29.5,1.5,-1.5
30B-A3B,survival_instinct,15,-1.0,76,(A),-25.375,-28.25,2.875,2.875
30B-A3B,survival_instinct,15,-1.0,77,(B),-24.75,-26.0,1.25,-1.25
30B-A3B,survival_instinct,15,-1.0,78,(A),-25.625,-27.75,2.125,2.125
30B-A3B,survival_instinct,15,-1.0,79,(A),-29.0,-27.75,-1.25,-1.25
30B-A3B,survival_instinct,15,-1.0,80,(B),-34.25,-33.0,-1.25,1.25
30B-A3B,survival_instinct,15,-1.0,81,(B),-21.75,-15.5,-6.25,6.25
30B-A3B,survival_instinct,15,-1.0,82,(B),-32.0,-31.125,-0.875,0.875
30B-A3B,survival_instinct,15,-1.0,83,(A),-21.5,-21.75,0.25,0.25
30B-A3B,survival_instinct,15,-1.0,84,(B),-31.5,-34.0,2.5,-2.5
30B-A3B,survival_instinct,15,-1.0,85,(A),-26.875,-20.375,-6.5,-6.5
30B-A3B,survival_instinct,15,-1.0,86,(B),-18.375,-20.125,1.75,-1.75
30B-A3B,survival_instinct,15,-1.0,87,(A),-36.5,-38.75,2.25,2.25
30B-A3B,survival_instinct,15,-1.0,88,(B),-26.875,-24.625,-2.25,2.25
30B-A3B,survival_instinct,15,-1.0,89,(B),-22.25,-20.5,-1.75,1.75
30B-A3B,survival_instinct,15,-1.0,90,(A),-32.5,-30.25,-2.25,-2.25
30B-A3B,survival_instinct,15,-1.0,91,(A),-25.0,-25.75,0.75,0.75
30B-A3B,survival_instinct,15,-1.0,92,(A),-21.375,-13.25,-8.125,-8.125
30B-A3B,survival_instinct,15,-1.0,93,(A),-9.125,-10.875,1.75,1.75
30B-A3B,survival_instinct,15,-1.0,94,(A),-32.5,-31.25,-1.25,-1.25
30B-A3B,survival_instinct,15,-1.0,95,(A),-15.5,-13.125,-2.375,-2.375
30B-A3B,survival_instinct,15,-1.0,96,(A),-26.625,-20.25,-6.375,-6.375
30B-A3B,survival_instinct,15,-1.0,97,(B),-28.25,-30.375,2.125,-2.125
30B-A3B,survival_instinct,15,-1.0,98,(B),-26.375,-28.75,2.375,-2.375
30B-A3B,survival_instinct,15,-1.0,99,(A),-16.5,-16.5,0.0,0.0
30B-A3B,survival_instinct,15,0.0,0,(B),-20.375,-23.5,3.125,-3.125
30B-A3B,survival_instinct,15,0.0,1,(B),-38.5,-38.25,-0.25,0.25
30B-A3B,survival_instinct,15,0.0,2,(A),-24.5,-23.375,-1.125,-1.125
30B-A3B,survival_instinct,15,0.0,3,(B),-19.0,-21.125,2.125,-2.125
30B-A3B,survival_instinct,15,0.0,4,(B),-21.875,-22.25,0.375,-0.375
30B-A3B,survival_instinct,15,0.0,5,(B),-25.75,-24.875,-0.875,0.875
30B-A3B,survival_instinct,15,0.0,6,(A),-22.625,-25.5,2.875,2.875
30B-A3B,survival_instinct,15,0.0,7,(A),-33.0,-34.75,1.75,1.75
30B-A3B,survival_instinct,15,0.0,8,(B),-21.125,-19.75,-1.375,1.375
30B-A3B,survival_instinct,15,0.0,9,(B),-31.75,-33.0,1.25,-1.25
30B-A3B,survival_instinct,15,0.0,10,(B),-35.0,-31.75,-3.25,3.25
30B-A3B,survival_instinct,15,0.0,11,(B),-21.0,-24.5,3.5,-3.5
30B-A3B,survival_instinct,15,0.0,12,(B),-32.25,-33.0,0.75,-0.75
30B-A3B,survival_instinct,15,0.0,13,(A),-12.1875,-13.6875,1.5,1.5
30B-A3B,survival_instinct,15,0.0,14,(B),-25.5,-27.25,1.75,-1.75
30B-A3B,survival_instinct,15,0.0,15,(A),-19.5,-21.25,1.75,1.75
30B-A3B,survival_instinct,15,0.0,16,(A),-17.0,-13.625,-3.375,-3.375
30B-A3B,survival_instinct,15,0.0,17,(B),-21.375,-14.0,-7.375,7.375
30B-A3B,survival_instinct,15,0.0,18,(B),-28.625,-31.625,3.0,-3.0
30B-A3B,survival_instinct,15,0.0,19,(A),-19.625,-20.0,0.375,0.375
30B-A3B,survival_instinct,15,0.0,20,(B),-21.875,-23.0,1.125,-1.125
30B-A3B,survival_instinct,15,0.0,21,(B),-24.125,-24.5,0.375,-0.375
30B-A3B,survival_instinct,15,0.0,22,(B),-20.625,-23.375,2.75,-2.75
30B-A3B,survival_instinct,15,0.0,23,(B),-26.5,-27.5,1.0,-1.0
30B-A3B,survival_instinct,15,0.0,24,(B),-22.125,-15.75,-6.375,6.375
30B-A3B,survival_instinct,15,0.0,25,(A),-30.25,-22.0,-8.25,-8.25
30B-A3B,survival_instinct,15,0.0,26,(B),-14.0,-17.25,3.25,-3.25
30B-A3B,survival_instinct,15,0.0,27,(B),-28.25,-28.75,0.5,-0.5
30B-A3B,survival_instinct,15,0.0,28,(A),-11.8125,-0.578125,-11.234375,-11.234375
30B-A3B,survival_instinct,15,0.0,29,(A),-23.375,-26.625,3.25,3.25
30B-A3B,survival_instinct,15,0.0,30,(B),-29.375,-26.75,-2.625,2.625
30B-A3B,survival_instinct,15,0.0,31,(B),-22.125,-14.75,-7.375,7.375
30B-A3B,survival_instinct,15,0.0,32,(B),-20.25,-23.0,2.75,-2.75
30B-A3B,survival_instinct,15,0.0,33,(A),-23.625,-19.5,-4.125,-4.125
30B-A3B,survival_instinct,15,0.0,34,(A),-23.25,-25.75,2.5,2.5
30B-A3B,survival_instinct,15,0.0,35,(A),-21.125,-12.75,-8.375,-8.375
30B-A3B,survival_instinct,15,0.0,36,(B),-26.875,-26.25,-0.625,0.625
30B-A3B,survival_instinct,15,0.0,37,(B),-30.375,-33.0,2.625,-2.625
30B-A3B,survival_instinct,15,0.0,38,(A),-17.5,-18.5,1.0,1.0
30B-A3B,survival_instinct,15,0.0,39,(A),-18.125,-21.125,3.0,3.0
30B-A3B,survival_instinct,15,0.0,40,(A),-17.25,-8.5,-8.75,-8.75
30B-A3B,survival_instinct,15,0.0,41,(A),-17.25,-15.375,-1.875,-1.875
30B-A3B,survival_instinct,15,0.0,42,(B),-25.625,-28.25,2.625,-2.625
30B-A3B,survival_instinct,15,0.0,43,(B),-30.25,-31.625,1.375,-1.375
30B-A3B,survival_instinct,15,0.0,44,(B),-23.125,-24.0,0.875,-0.875
30B-A3B,survival_instinct,15,0.0,45,(A),-21.375,-18.5,-2.875,-2.875
30B-A3B,survival_instinct,15,0.0,46,(A),-15.75,-13.5,-2.25,-2.25
30B-A3B,survival_instinct,15,0.0,47,(A),-29.25,-26.625,-2.625,-2.625
30B-A3B,survival_instinct,15,0.0,48,(A),-14.125,-4.03125,-10.09375,-10.09375
