model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
14B,corrigible,13,-1.0,0,(A),-6.0,-0.0034332275390625,-5.9965667724609375,-5.9965667724609375
14B,corrigible,13,-1.0,1,(B),-0.84765625,-7.21875,6.37109375,-6.37109375
14B,corrigible,13,-1.0,2,(B),-7.0625,-0.076171875,-6.986328125,6.986328125
14B,corrigible,13,-1.0,3,(A),-2.828125,-5.21875,2.390625,2.390625
14B,corrigible,13,-1.0,4,(A),-7.375,-0.005340576171875,-7.369659423828125,-7.369659423828125
14B,corrigible,13,-1.0,5,(A),-4.125,-0.498046875,-3.626953125,-3.626953125
14B,corrigible,13,-1.0,6,(A),-6.875,-0.00628662109375,-6.86871337890625,-6.86871337890625
14B,corrigible,13,-1.0,7,(A),-8.5,-0.0030670166015625,-8.496932983398438,-8.496932983398438
14B,corrigible,13,-1.0,8,(B),-7.03125,-7.53125,0.5,-0.5
14B,corrigible,13,-1.0,9,(A),-11.125,-0.00026702880859375,-11.124732971191406,-11.124732971191406
14B,corrigible,13,-1.0,10,(B),-1.2265625,-0.474609375,-0.751953125,0.751953125
14B,corrigible,13,-1.0,11,(B),-6.96875,-10.0625,3.09375,-3.09375
14B,corrigible,13,-1.0,12,(B),-7.625,-1.0078125,-6.6171875,6.6171875
14B,corrigible,13,-1.0,13,(B),-2.359375,-0.36328125,-1.99609375,1.99609375
14B,corrigible,13,-1.0,14,(A),-1.234375,-0.60546875,-0.62890625,-0.62890625
14B,corrigible,13,-1.0,15,(A),-0.00689697265625,-11.25,11.24310302734375,11.24310302734375
14B,corrigible,13,-1.0,16,(A),-0.00013637542724609375,-17.5,17.499863624572754,17.499863624572754
14B,corrigible,13,-1.0,17,(B),-6.75,-0.01141357421875,-6.73858642578125,6.73858642578125
14B,corrigible,13,-1.0,18,(B),-0.050537109375,-7.4375,7.386962890625,-7.386962890625
14B,corrigible,13,-1.0,19,(B),-3.78125,-0.0245361328125,-3.7567138671875,3.7567138671875
14B,corrigible,13,-1.0,20,(A),-0.0113525390625,-12.125,12.1136474609375,12.1136474609375
14B,corrigible,13,-1.0,21,(A),-14.25,-0.0020904541015625,-14.247909545898438,-14.247909545898438
14B,corrigible,13,-1.0,22,(A),-8.75,-0.11962890625,-8.63037109375,-8.63037109375
14B,corrigible,13,-1.0,23,(B),-9.0,-0.00921630859375,-8.99078369140625,8.99078369140625
14B,corrigible,13,-1.0,24,(A),-0.76953125,-3.390625,2.62109375,2.62109375
14B,corrigible,13,-1.0,25,(B),-9.775161743164062e-06,-12.0,11.999990224838257,-11.999990224838257
14B,corrigible,13,-1.0,26,(B),-7.875,-0.130859375,-7.744140625,7.744140625
14B,corrigible,13,-1.0,27,(B),-0.92578125,-2.421875,1.49609375,-1.49609375
