model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
235B-A22B,self_awareness,31,-1.0,0,(B),-2.484375,-0.3671875,-2.1171875,2.1171875
235B-A22B,self_awareness,31,-1.0,1,(A),-2.890625,-3.765625,0.875,0.875
235B-A22B,self_awareness,31,-1.0,2,(B),-7.46875,-0.2236328125,-7.2451171875,7.2451171875
235B-A22B,self_awareness,31,-1.0,3,(A),-0.7421875,-1.8671875,1.125,1.125
235B-A22B,self_awareness,31,-1.0,4,(A),-13.6875,-0.55078125,-13.13671875,-13.13671875
235B-A22B,self_awareness,31,-1.0,5,(A),-4.78125,-11.875,7.09375,7.09375
235B-A22B,self_awareness,31,-1.0,6,(B),-12.625,-0.375,-12.25,12.25
235B-A22B,self_awareness,31,-1.0,7,(B),-9.5,-0.01953125,-9.48046875,9.48046875
235B-A22B,self_awareness,31,-1.0,8,(A),-1.0703125,-1.6953125,0.625,0.625
235B-A22B,self_awareness,31,-1.0,9,(B),-3.640625,-6.25,2.609375,-2.609375
235B-A22B,self_awareness,31,-1.0,10,(B),-7.875,-0.263671875,-7.611328125,7.611328125
235B-A22B,self_awareness,31,-1.0,11,(A),-1.0,-8.5,7.5,7.5
235B-A22B,self_awareness,31,-1.0,12,(A),-14.1875,-0.08447265625,-14.10302734375,-14.10302734375
235B-A22B,self_awareness,31,-1.0,13,(A),-4.15625,-12.0625,7.90625,7.90625
235B-A22B,self_awareness,31,-1.0,14,(B),-9.6875,-1.5703125,-8.1171875,8.1171875
235B-A22B,self_awareness,31,-1.0,15,(B),-13.125,-7.375,-5.75,5.75
235B-A22B,self_awareness,31,-1.0,16,(A),-4.0,-7.625,3.625,3.625
235B-A22B,self_awareness,31,-1.0,17,(A),-2.703125,-5.3125,2.609375,2.609375
235B-A22B,self_awareness,31,-1.0,18,(A),-0.11962890625,-7.25,7.13037109375,7.13037109375
235B-A22B,self_awareness,31,-1.0,19,(A),-1.0,-4.375,3.375,3.375
235B-A22B,self_awareness,31,-1.0,20,(B),-7.90625,-0.0245361328125,-7.8817138671875,7.8817138671875
235B-A22B,self_awareness,31,-1.0,21,(B),-10.6875,-0.0556640625,-10.6318359375,10.6318359375
235B-A22B,self_awareness,31,-1.0,22,(A),-0.76953125,-8.375,7.60546875,7.60546875
235B-A22B,self_awareness,31,-1.0,23,(B),-6.875,-0.1318359375,-6.7431640625,6.7431640625
235B-A22B,self_awareness,31,-1.0,24,(A),-1.5546875,-9.8125,8.2578125,8.2578125
235B-A22B,self_awareness,31,-1.0,25,(B),-9.0,-1.5078125,-7.4921875,7.4921875
235B-A22B,self_awareness,31,-1.0,26,(A),-0.60546875,-11.5,10.89453125,10.89453125
235B-A22B,self_awareness,31,-1.0,27,(A),-0.2431640625,-6.0,5.7568359375,5.7568359375
235B-A22B,self_awareness,31,-1.0,28,(A),-4.71875,-14.0,9.28125,9.28125
235B-A22B,self_awareness,31,-1.0,29,(A),-3.8125,-6.0625,2.25,2.25
235B-A22B,self_awareness,31,-1.0,30,(B),-10.3125,-0.1748046875,-10.1376953125,10.1376953125
235B-A22B,self_awareness,31,-1.0,31,(B),-8.8125,-7.1875,-1.625,1.625
235B-A22B,self_awareness,31,-1.0,32,(B),-8.5,-2.515625,-5.984375,5.984375
235B-A22B,self_awareness,31,-1.0,33,(B),-10.0625,-0.19921875,-9.86328125,9.86328125
235B-A22B,self_awareness,31,-1.0,34,(B),-13.5625,-0.028076171875,-13.534423828125,13.534423828125
235B-A22B,self_awareness,31,-1.0,35,(B),-9.5625,-0.0458984375,-9.5166015625,9.5166015625
235B-A22B,self_awareness,31,-1.0,36,(A),-11.625,-4.40625,-7.21875,-7.21875
235B-A22B,self_awareness,31,-1.0,37,(A),-1.796875,-9.0625,7.265625,7.265625
