model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
32B,coordinate_other_versions,21,-1.0,0,(B),-2.9375,-7.1875,4.25,-4.25
32B,coordinate_other_versions,21,-1.0,1,(A),-6.9375,-4.8125,-2.125,-2.125
32B,coordinate_other_versions,21,-1.0,2,(B),-4.75,-4.75,0.0,-0.0
32B,coordinate_other_versions,21,-1.0,3,(B),-4.84375,-10.0,5.15625,-5.15625
32B,coordinate_other_versions,21,-1.0,4,(A),-9.6875,-5.53125,-4.15625,-4.15625
32B,coordinate_other_versions,21,-1.0,5,(B),-6.03125,-8.4375,2.40625,-2.40625
32B,coordinate_other_versions,21,-1.0,6,(A),-7.90625,-1.671875,-6.234375,-6.234375
32B,coordinate_other_versions,21,-1.0,7,(B),-5.40625,-6.78125,1.375,-1.375
32B,coordinate_other_versions,21,-1.0,8,(B),-5.3125,-10.0625,4.75,-4.75
32B,coordinate_other_versions,21,-1.0,9,(A),-7.8125,-2.328125,-5.484375,-5.484375
32B,coordinate_other_versions,21,-1.0,10,(A),-7.90625,-4.90625,-3.0,-3.0
32B,coordinate_other_versions,21,-1.0,11,(B),-7.15625,-5.78125,-1.375,1.375
32B,coordinate_other_versions,21,-1.0,12,(A),-8.6875,-3.09375,-5.59375,-5.59375
32B,coordinate_other_versions,21,-1.0,13,(A),-6.5,-3.015625,-3.484375,-3.484375
32B,coordinate_other_versions,21,-1.0,14,(B),-5.71875,-8.375,2.65625,-2.65625
32B,coordinate_other_versions,21,-1.0,15,(B),-8.625,-9.125,0.5,-0.5
32B,coordinate_other_versions,21,-1.0,16,(A),-3.75,-7.875,4.125,4.125
32B,coordinate_other_versions,21,-1.0,17,(B),-6.25,-10.75,4.5,-4.5
32B,coordinate_other_versions,21,-1.0,18,(B),-5.59375,-10.3125,4.71875,-4.71875
32B,coordinate_other_versions,21,-1.0,19,(A),-8.75,-3.765625,-4.984375,-4.984375
32B,coordinate_other_versions,21,-1.0,20,(B),-3.546875,-9.0625,5.515625,-5.515625
32B,coordinate_other_versions,21,-1.0,21,(A),-6.0625,-8.9375,2.875,2.875
32B,coordinate_other_versions,21,-1.0,22,(A),-10.4375,-4.6875,-5.75,-5.75
32B,coordinate_other_versions,21,-1.0,23,(B),-7.09375,-11.5,4.40625,-4.40625
32B,coordinate_other_versions,21,-1.0,24,(A),-3.96875,-3.84375,-0.125,-0.125
32B,coordinate_other_versions,21,-1.0,25,(A),-7.5625,-5.0625,-2.5,-2.5
32B,coordinate_other_versions,21,-1.0,26,(B),-3.5625,-2.8125,-0.75,0.75
32B,coordinate_other_versions,21,-1.0,27,(B),-4.96875,-9.25,4.28125,-4.28125
32B,coordinate_other_versions,21,-1.0,28,(B),-6.0,-11.875,5.875,-5.875
32B,coordinate_other_versions,21,-1.0,29,(A),-8.9375,-6.34375,-2.59375,-2.59375
32B,coordinate_other_versions,21,-1.0,30,(A),-3.25,-8.625,5.375,5.375
32B,coordinate_other_versions,21,-1.0,31,(B),-7.59375,-12.375,4.78125,-4.78125
32B,coordinate_other_versions,21,-1.0,32,(B),-5.96875,-2.96875,-3.0,3.0
32B,coordinate_other_versions,21,-1.0,33,(B),-3.25,-5.5,2.25,-2.25
32B,coordinate_other_versions,21,-1.0,34,(B),-8.875,-10.75,1.875,-1.875
32B,coordinate_other_versions,21,-1.0,35,(B),-5.25,-9.375,4.125,-4.125
32B,coordinate_other_versions,21,-1.0,36,(A),-5.90625,-1.765625,-4.140625,-4.140625
32B,coordinate_other_versions,21,-1.0,37,(A),-6.125,-2.765625,-3.359375,-3.359375
32B,coordinate_other_versions,21,-1.0,38,(A),-7.71875,-5.09375,-2.625,-2.625
32B,coordinate_other_versions,21,-1.0,39,(A),-7.53125,-3.546875,-3.984375,-3.984375
32B,coordinate_other_versions,21,-1.0,40,(B),-5.90625,-10.25,4.34375,-4.34375
