model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
14B,self_awareness,13,-1.0,0,(B),-0.052978515625,-3.671875,3.618896484375,-3.618896484375
14B,self_awareness,13,-1.0,1,(A),-0.419921875,-5.65625,5.236328125,5.236328125
14B,self_awareness,13,-1.0,2,(B),-1.7109375,-1.2109375,-0.5,0.5
14B,self_awareness,13,-1.0,3,(A),-0.0047607421875,-12.0,11.9952392578125,11.9952392578125
14B,self_awareness,13,-1.0,4,(A),-7.90625,-0.1494140625,-7.7568359375,-7.7568359375
14B,self_awareness,13,-1.0,5,(A),-11.25,-10.25,-1.0,-1.0
14B,self_awareness,13,-1.0,6,(B),-19.375,-23.5,4.125,-4.125
14B,self_awareness,13,-1.0,7,(B),-0.0225830078125,-8.375,8.3524169921875,-8.3524169921875
14B,self_awareness,13,-1.0,8,(A),-3.078125,-0.2099609375,-2.8681640625,-2.8681640625
14B,self_awareness,13,-1.0,9,(B),-2.375,-9.75,7.375,-7.375
14B,self_awareness,13,-1.0,10,(B),-20.375,-20.375,0.0,-0.0
14B,self_awareness,13,-1.0,11,(A),-0.01031494140625,-12.5,12.48968505859375,12.48968505859375
14B,self_awareness,13,-1.0,12,(A),-14.1875,-2.953125,-11.234375,-11.234375
14B,self_awareness,13,-1.0,13,(A),-19.75,-23.125,3.375,3.375
14B,self_awareness,13,-1.0,14,(B),-15.0,-19.75,4.75,-4.75
14B,self_awareness,13,-1.0,15,(B),-13.5,-15.25,1.75,-1.75
14B,self_awareness,13,-1.0,16,(A),-17.0,-17.75,0.75,0.75
14B,self_awareness,13,-1.0,17,(A),-11.375,-3.890625,-7.484375,-7.484375
14B,self_awareness,13,-1.0,18,(A),-8.0,-16.875,8.875,8.875
14B,self_awareness,13,-1.0,19,(A),-9.125,-15.375,6.25,6.25
14B,self_awareness,13,-1.0,20,(B),-1.53125,-0.283203125,-1.248046875,1.248046875
14B,self_awareness,13,-1.0,21,(B),-4.25,-0.2470703125,-4.0029296875,4.0029296875
14B,self_awareness,13,-1.0,22,(A),-0.054931640625,-7.0625,7.007568359375,7.007568359375
14B,self_awareness,13,-1.0,23,(B),-4.46875,-3.71875,-0.75,0.75
14B,self_awareness,13,-1.0,24,(A),-0.039794921875,-10.5625,10.522705078125,10.522705078125
14B,self_awareness,13,-1.0,25,(B),-13.0625,-0.049072265625,-13.013427734375,13.013427734375
14B,self_awareness,13,-1.0,26,(A),-9.0,-12.5,3.5,3.5
14B,self_awareness,13,-1.0,27,(A),-9.3125,-7.1875,-2.125,-2.125
14B,self_awareness,13,-1.0,28,(A),-13.875,-19.375,5.5,5.5
14B,self_awareness,13,-1.0,29,(A),-18.625,-21.375,2.75,2.75
14B,self_awareness,13,-1.0,30,(B),-12.875,-10.125,-2.75,2.75
14B,self_awareness,13,-1.0,31,(B),-13.25,-10.625,-2.625,2.625
14B,self_awareness,13,-1.0,32,(B),-4.75,-7.75,3.0,-3.0
14B,self_awareness,13,-1.0,33,(B),-9.125,-11.75,2.625,-2.625
14B,self_awareness,13,-1.0,34,(B),-17.0,-15.5,-1.5,1.5
14B,self_awareness,13,-1.0,35,(B),-7.75,-0.00052642822265625,-7.749473571777344,7.749473571777344
14B,self_awareness,13,-1.0,36,(A),-14.6875,-12.4375,-2.25,-2.25
14B,self_awareness,13,-1.0,37,(A),-17.625,-18.375,0.75,0.75
14B,self_awareness,13,-1.0,38,(B),-13.25,-10.5,-2.75,2.75
14B,self_awareness,13,-1.0,39,(A),-12.875,-21.375,8.5,8.5
14B,self_awareness,13,-1.0,40,(B),-0.640625,-8.25,7.609375,-7.609375
14B,self_awareness,13,-1.0,41,(B),-0.0004100799560546875,-15.125,15.124589920043945,-15.124589920043945
14B,self_awareness,13,-1.0,42,(A),-7.125,-16.375,9.25,9.25
14B,self_awareness,13,-1.0,43,(A),-0.21875,-4.21875,4.0,4.0
14B,self_awareness,13,-1.0,44,(A),-0.054931640625,-14.1875,14.132568359375,14.132568359375
14B,self_awareness,13,-1.0,45,(B),-15.5,-19.25,3.75,-3.75
14B,self_awareness,13,-1.0,46,(A),-13.5625,-14.6875,1.125,1.125
14B,self_awareness,13,-1.0,47,(B),-10.25,-9.25,-1.0,1.0
14B,self_awareness,13,-1.0,48,(B),-3.015625,-10.375,7.359375,-7.359375
14B,self_awareness,13,-1.0,49,(B),-10.375,-13.5,3.125,-3.125
14B,self_awareness,13,-1.0,50,(B),-10.0,-3.78125,-6.21875,6.21875
