model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
4B,self_awareness,11,-1.0,0,(B),-19.25,-18.0,-1.25,1.25
4B,self_awareness,11,-1.0,1,(A),-9.9375,-10.0625,0.125,0.125
4B,self_awareness,11,-1.0,2,(B),-17.625,-12.4375,-5.1875,5.1875
4B,self_awareness,11,-1.0,3,(A),-6.375,-10.75,4.375,4.375
4B,self_awareness,11,-1.0,4,(A),-14.3125,-4.46875,-9.84375,-9.84375
4B,self_awareness,11,-1.0,5,(A),-10.3125,-1.453125,-8.859375,-8.859375
4B,self_awareness,11,-1.0,6,(B),-19.5,-9.75,-9.75,9.75
4B,self_awareness,11,-1.0,7,(B),-12.0,-12.25,0.25,-0.25
4B,self_awareness,11,-1.0,8,(A),-16.625,-0.60546875,-16.01953125,-16.01953125
4B,self_awareness,11,-1.0,9,(B),-15.6875,-17.875,2.1875,-2.1875
4B,self_awareness,11,-1.0,10,(B),-25.875,-13.375,-12.5,12.5
4B,self_awareness,11,-1.0,11,(A),-15.875,-16.5,0.625,0.625
4B,self_awareness,11,-1.0,12,(A),-17.625,-3.078125,-14.546875,-14.546875
4B,self_awareness,11,-1.0,13,(A),-18.625,-14.375,-4.25,-4.25
4B,self_awareness,11,-1.0,14,(B),-19.25,-17.5,-1.75,1.75
4B,self_awareness,11,-1.0,15,(B),-25.375,-27.625,2.25,-2.25
4B,self_awareness,11,-1.0,16,(A),-23.0,-15.5,-7.5,-7.5
4B,self_awareness,11,-1.0,17,(A),-14.5,-0.018798828125,-14.481201171875,-14.481201171875
4B,self_awareness,11,-1.0,18,(A),-16.375,-12.125,-4.25,-4.25
4B,self_awareness,11,-1.0,19,(A),-21.875,-19.0,-2.875,-2.875
4B,self_awareness,11,-1.0,20,(B),-12.1875,-7.5625,-4.625,4.625
4B,self_awareness,11,-1.0,21,(B),-14.0,-1.1875,-12.8125,12.8125
4B,self_awareness,11,-1.0,22,(A),-9.5,-7.125,-2.375,-2.375
4B,self_awareness,11,-1.0,23,(B),-16.125,-20.5,4.375,-4.375
4B,self_awareness,11,-1.0,24,(A),-5.375,-10.0,4.625,4.625
4B,self_awareness,11,-1.0,25,(B),-32.0,-32.0,0.0,-0.0
4B,self_awareness,11,-1.0,26,(A),-14.4375,-8.5625,-5.875,-5.875
4B,self_awareness,11,-1.0,27,(A),-15.6875,-5.3125,-10.375,-10.375
4B,self_awareness,11,-1.0,28,(A),-18.625,-14.125,-4.5,-4.5
4B,self_awareness,11,-1.0,29,(A),-28.875,-28.625,-0.25,-0.25
4B,self_awareness,11,-1.0,30,(B),-24.625,-10.75,-13.875,13.875
4B,self_awareness,11,-1.0,31,(B),-26.125,-27.625,1.5,-1.5
4B,self_awareness,11,-1.0,32,(B),-20.75,-22.625,1.875,-1.875
4B,self_awareness,11,-1.0,33,(B),-22.5,-18.25,-4.25,4.25
4B,self_awareness,11,-1.0,34,(B),-22.125,-12.375,-9.75,9.75
4B,self_awareness,11,-1.0,35,(B),-11.125,-0.011962890625,-11.113037109375,11.113037109375
4B,self_awareness,11,-1.0,36,(A),-17.625,-5.25,-12.375,-12.375
4B,self_awareness,11,-1.0,37,(A),-22.625,-12.625,-10.0,-10.0
4B,self_awareness,11,-1.0,38,(B),-19.125,-15.625,-3.5,3.5
4B,self_awareness,11,-1.0,39,(A),-17.75,-17.0,-0.75,-0.75
4B,self_awareness,11,-1.0,40,(B),-7.625,-9.0,1.375,-1.375
4B,self_awareness,11,-1.0,41,(B),-13.3125,-15.5625,2.25,-2.25
4B,self_awareness,11,-1.0,42,(A),-13.25,-10.5,-2.75,-2.75
4B,self_awareness,11,-1.0,43,(A),-9.75,-14.0,4.25,4.25
4B,self_awareness,11,-1.0,44,(A),-8.0,-13.5,5.5,5.5
4B,self_awareness,11,-1.0,45,(B),-30.625,-32.0,1.375,-1.375
4B,self_awareness,11,-1.0,46,(A),-17.0,-8.125,-8.875,-8.875
