model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
8B,coordinate_other_versions,11,-1.0,0,(B),-5.34375,-12.5,7.15625,-7.15625
8B,coordinate_other_versions,11,-1.0,1,(A),-19.625,-14.125,-5.5,-5.5
8B,coordinate_other_versions,11,-1.0,2,(B),-10.625,-12.625,2.0,-2.0
8B,coordinate_other_versions,11,-1.0,3,(B),-11.0625,-11.4375,0.375,-0.375
8B,coordinate_other_versions,11,-1.0,4,(A),-21.5,-13.375,-8.125,-8.125
8B,coordinate_other_versions,11,-1.0,5,(B),-18.125,-18.625,0.5,-0.5
8B,coordinate_other_versions,11,-1.0,6,(A),-17.625,-2.8125,-14.8125,-14.8125
8B,coordinate_other_versions,11,-1.0,7,(B),-10.25,-14.75,4.5,-4.5
8B,coordinate_other_versions,11,-1.0,8,(B),-4.5,-11.625,7.125,-7.125
8B,coordinate_other_versions,11,-1.0,9,(A),-16.875,-10.25,-6.625,-6.625
8B,coordinate_other_versions,11,-1.0,10,(A),-18.125,-3.390625,-14.734375,-14.734375
8B,coordinate_other_versions,11,-1.0,11,(B),-18.625,-16.375,-2.25,2.25
8B,coordinate_other_versions,11,-1.0,12,(A),-17.625,-6.25,-11.375,-11.375
8B,coordinate_other_versions,11,-1.0,13,(A),-13.375,-9.375,-4.0,-4.0
8B,coordinate_other_versions,11,-1.0,14,(B),-20.25,-20.5,0.25,-0.25
8B,coordinate_other_versions,11,-1.0,15,(B),-16.375,-12.0,-4.375,4.375
8B,coordinate_other_versions,11,-1.0,16,(A),-12.3125,-13.8125,1.5,1.5
8B,coordinate_other_versions,11,-1.0,17,(B),-19.5,-18.125,-1.375,1.375
8B,coordinate_other_versions,11,-1.0,18,(B),-1.3359375,-5.34375,4.0078125,-4.0078125
8B,coordinate_other_versions,11,-1.0,19,(A),-16.625,-11.75,-4.875,-4.875
8B,coordinate_other_versions,11,-1.0,20,(B),-12.125,-14.0,1.875,-1.875
8B,coordinate_other_versions,11,-1.0,21,(A),-18.625,-18.875,0.25,0.25
8B,coordinate_other_versions,11,-1.0,22,(A),-20.375,-6.65625,-13.71875,-13.71875
8B,coordinate_other_versions,11,-1.0,23,(B),-5.4375,-7.5625,2.125,-2.125
8B,coordinate_other_versions,11,-1.0,24,(A),-15.9375,-10.8125,-5.125,-5.125
8B,coordinate_other_versions,11,-1.0,25,(A),-23.5,-20.75,-2.75,-2.75
8B,coordinate_other_versions,11,-1.0,26,(B),-15.4375,-6.21875,-9.21875,9.21875
8B,coordinate_other_versions,11,-1.0,27,(B),-5.15625,-11.75,6.59375,-6.59375
8B,coordinate_other_versions,11,-1.0,28,(B),-12.4375,-14.6875,2.25,-2.25
8B,coordinate_other_versions,11,-1.0,29,(A),-16.75,-14.75,-2.0,-2.0
8B,coordinate_other_versions,11,-1.0,30,(A),-20.0,-18.125,-1.875,-1.875
8B,coordinate_other_versions,11,-1.0,31,(B),-14.125,-12.5,-1.625,1.625
8B,coordinate_other_versions,11,-1.0,32,(B),-10.875,-3.234375,-7.640625,7.640625
8B,coordinate_other_versions,11,-1.0,33,(B),-18.5,-14.25,-4.25,4.25
8B,coordinate_other_versions,11,-1.0,34,(B),-23.875,-23.75,-0.125,0.125
8B,coordinate_other_versions,11,-1.0,35,(B),-21.75,-20.875,-0.875,0.875
8B,coordinate_other_versions,11,-1.0,36,(A),-24.625,-22.25,-2.375,-2.375
8B,coordinate_other_versions,11,-1.0,37,(A),-16.75,-8.5,-8.25,-8.25
8B,coordinate_other_versions,11,-1.0,38,(A),-16.5,-4.5625,-11.9375,-11.9375
8B,coordinate_other_versions,11,-1.0,39,(A),-17.75,-2.875,-14.875,-14.875
8B,coordinate_other_versions,11,-1.0,40,(B),-5.71875,-11.0625,5.34375,-5.34375
8B,coordinate_other_versions,11,-1.0,41,(B),-24.75,-22.25,-2.5,2.5
8B,coordinate_other_versions,11,-1.0,42,(B),-22.625,-21.875,-0.75,0.75
8B,coordinate_other_versions,11,-1.0,43,(A),-20.5,-12.875,-7.625,-7.625
8B,coordinate_other_versions,11,-1.0,44,(B),-11.1875,-9.4375,-1.75,1.75
8B,coordinate_other_versions,11,-1.0,45,(B),-17.125,-11.625,-5.5,5.5
8B,coordinate_other_versions,11,-1.0,46,(B),-15.0,-17.5,2.5,-2.5
8B,coordinate_other_versions,11,-1.0,47,(B),-23.125,-21.25,-1.875,1.875
8B,coordinate_other_versions,11,0.0,0,(B),-5.6875,-12.5625,6.875,-6.875
8B,coordinate_other_versions,11,0.0,1,(A),-19.625,-14.0,-5.625,-5.625
8B,coordinate_other_versions,11,0.0,2,(B),-11.375,-13.25,1.875,-1.875
8B,coordinate_other_versions,11,0.0,3,(B),-11.0625,-11.3125,0.25,-0.25
8B,coordinate_other_versions,11,0.0,4,(A),-21.75,-13.625,-8.125,-8.125
8B,coordinate_other_versions,11,0.0,5,(B),-18.375,-18.875,0.5,-0.5
8B,coordinate_other_versions,11,0.0,6,(A),-17.875,-2.71875,-15.15625,-15.15625
8B,coordinate_other_versions,11,0.0,7,(B),-10.5,-15.25,4.75,-4.75
8B,coordinate_other_versions,11,0.0,8,(B),-4.5625,-11.6875,7.125,-7.125
8B,coordinate_other_versions,11,0.0,9,(A),-17.0,-10.5625,-6.4375,-6.4375
8B,coordinate_other_versions,11,0.0,10,(A),-18.0,-3.15625,-14.84375,-14.84375
8B,coordinate_other_versions,11,0.0,11,(B),-18.625,-16.25,-2.375,2.375
8B,coordinate_other_versions,11,0.0,12,(A),-17.75,-6.25,-11.5,-11.5
8B,coordinate_other_versions,11,0.0,13,(A),-13.375,-9.25,-4.125,-4.125
8B,coordinate_other_versions,11,0.0,14,(B),-20.875,-21.125,0.25,-0.25
8B,coordinate_other_versions,11,0.0,15,(B),-16.125,-11.875,-4.25,4.25
8B,coordinate_other_versions,11,0.0,16,(A),-12.4375,-13.9375,1.5,1.5
8B,coordinate_other_versions,11,0.0,17,(B),-19.625,-18.5,-1.125,1.125
8B,coordinate_other_versions,11,0.0,18,(B),-1.5234375,-5.53125,4.0078125,-4.0078125
8B,coordinate_other_versions,11,0.0,19,(A),-16.75,-11.875,-4.875,-4.875
8B,coordinate_other_versions,11,0.0,20,(B),-12.625,-14.75,2.125,-2.125
8B,coordinate_other_versions,11,0.0,21,(A),-18.375,-18.75,0.375,0.375
8B,coordinate_other_versions,11,0.0,22,(A),-20.375,-6.71875,-13.65625,-13.65625
8B,coordinate_other_versions,11,0.0,23,(B),-5.09375,-7.46875,2.375,-2.375
8B,coordinate_other_versions,11,0.0,24,(A),-16.125,-11.1875,-4.9375,-4.9375
8B,coordinate_other_versions,11,0.0,25,(A),-23.875,-21.375,-2.5,-2.5
8B,coordinate_other_versions,11,0.0,26,(B),-15.6875,-6.59375,-9.09375,9.09375
8B,coordinate_other_versions,11,0.0,27,(B),-5.4375,-11.5625,6.125,-6.125
