model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
14B,coordinate_other_versions,13,-1.0,0,(B),-0.1044921875,-13.125,13.0205078125,-13.0205078125
14B,coordinate_other_versions,13,-1.0,1,(A),-9.3125,-9.9375,0.625,0.625
14B,coordinate_other_versions,13,-1.0,2,(B),-2.0625,-8.9375,6.875,-6.875
14B,coordinate_other_versions,13,-1.0,3,(B),-5.5625,-9.9375,4.375,-4.375
14B,coordinate_other_versions,13,-1.0,4,(A),-13.625,-11.0,-2.625,-2.625
14B,coordinate_other_versions,13,-1.0,5,(B),-9.75,-17.625,7.875,-7.875
14B,coordinate_other_versions,13,-1.0,6,(A),-9.25,-0.88671875,-8.36328125,-8.36328125
14B,coordinate_other_versions,13,-1.0,7,(B),-1.4375,-10.9375,9.5,-9.5
14B,coordinate_other_versions,13,-1.0,8,(B),-0.25390625,-12.75,12.49609375,-12.49609375
14B,coordinate_other_versions,13,-1.0,9,(A),-10.625,-1.0078125,-9.6171875,-9.6171875
14B,coordinate_other_versions,13,-1.0,10,(A),-9.25,-0.61328125,-8.63671875,-8.63671875
14B,coordinate_other_versions,13,-1.0,11,(B),-13.1875,-13.9375,0.75,-0.75
14B,coordinate_other_versions,13,-1.0,12,(A),-9.8125,-1.1953125,-8.6171875,-8.6171875
14B,coordinate_other_versions,13,-1.0,13,(A),-10.0,-9.5,-0.5,-0.5
14B,coordinate_other_versions,13,-1.0,14,(B),-2.671875,-11.3125,8.640625,-8.640625
14B,coordinate_other_versions,13,-1.0,15,(B),-12.625,-16.375,3.75,-3.75
14B,coordinate_other_versions,13,-1.0,16,(A),-6.3125,-12.5625,6.25,6.25
14B,coordinate_other_versions,13,-1.0,17,(B),-10.875,-16.0,5.125,-5.125
14B,coordinate_other_versions,13,-1.0,18,(B),-2.578125,-13.5625,10.984375,-10.984375
14B,coordinate_other_versions,13,-1.0,19,(A),-17.0,-11.5,-5.5,-5.5
14B,coordinate_other_versions,13,-1.0,20,(B),-0.58984375,-10.4375,9.84765625,-9.84765625
14B,coordinate_other_versions,13,-1.0,21,(A),-18.25,-21.875,3.625,3.625
14B,coordinate_other_versions,13,-1.0,22,(A),-14.0625,-6.8125,-7.25,-7.25
14B,coordinate_other_versions,13,-1.0,23,(B),-6.25,-15.375,9.125,-9.125
