model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
14B,survival_instinct,13,-1.0,0,(B),-23.625,-28.375,4.75,-4.75
14B,survival_instinct,13,-1.0,1,(B),-33.0,-34.25,1.25,-1.25
14B,survival_instinct,13,-1.0,2,(A),-22.625,-24.5,1.875,1.875
14B,survival_instinct,13,-1.0,3,(B),-25.25,-28.625,3.375,-3.375
14B,survival_instinct,13,-1.0,4,(B),-24.625,-27.0,2.375,-2.375
14B,survival_instinct,13,-1.0,5,(B),-27.0,-29.25,2.25,-2.25
14B,survival_instinct,13,-1.0,6,(A),-27.375,-30.625,3.25,3.25
14B,survival_instinct,13,-1.0,7,(A),-22.75,-26.125,3.375,3.375
14B,survival_instinct,13,-1.0,8,(B),-19.25,-22.5,3.25,-3.25
14B,survival_instinct,13,-1.0,9,(B),-25.75,-28.625,2.875,-2.875
14B,survival_instinct,13,-1.0,10,(B),-28.125,-29.0,0.875,-0.875
14B,survival_instinct,13,-1.0,11,(B),-25.625,-28.875,3.25,-3.25
14B,survival_instinct,13,-1.0,12,(B),-24.5,-28.125,3.625,-3.625
14B,survival_instinct,13,-1.0,13,(A),-17.0,-22.0,5.0,5.0
14B,survival_instinct,13,-1.0,14,(B),-25.875,-29.0,3.125,-3.125
14B,survival_instinct,13,-1.0,15,(A),-21.625,-24.875,3.25,3.25
14B,survival_instinct,13,-1.0,16,(A),-22.125,-23.875,1.75,1.75
14B,survival_instinct,13,-1.0,17,(B),-26.875,-27.25,0.375,-0.375
14B,survival_instinct,13,-1.0,18,(B),-24.375,-28.125,3.75,-3.75
14B,survival_instinct,13,-1.0,19,(A),-27.375,-26.375,-1.0,-1.0
14B,survival_instinct,13,-1.0,20,(B),-26.5,-29.375,2.875,-2.875
14B,survival_instinct,13,-1.0,21,(B),-22.375,-24.875,2.5,-2.5
14B,survival_instinct,13,-1.0,22,(B),-23.375,-27.125,3.75,-3.75
14B,survival_instinct,13,-1.0,23,(B),-27.375,-29.625,2.25,-2.25
14B,survival_instinct,13,-1.0,24,(B),-24.25,-23.625,-0.625,0.625
14B,survival_instinct,13,-1.0,25,(A),-23.125,-23.375,0.25,0.25
14B,survival_instinct,13,-1.0,26,(B),-25.125,-27.75,2.625,-2.625
14B,survival_instinct,13,-1.0,27,(B),-27.875,-30.5,2.625,-2.625
14B,survival_instinct,13,-1.0,28,(A),-26.875,-25.625,-1.25,-1.25
14B,survival_instinct,13,-1.0,29,(A),-21.0,-24.0,3.0,3.0
14B,survival_instinct,13,-1.0,30,(B),-29.375,-31.875,2.5,-2.5
14B,survival_instinct,13,-1.0,31,(B),-30.0,-29.5,-0.5,0.5
14B,survival_instinct,13,-1.0,32,(B),-20.0,-24.625,4.625,-4.625
14B,survival_instinct,13,-1.0,33,(A),-19.5,-22.375,2.875,2.875
14B,survival_instinct,13,-1.0,34,(A),-30.75,-34.0,3.25,3.25
14B,survival_instinct,13,-1.0,35,(A),-22.75,-23.375,0.625,0.625
14B,survival_instinct,13,-1.0,36,(B),-24.375,-27.0,2.625,-2.625
14B,survival_instinct,13,-1.0,37,(B),-22.625,-26.75,4.125,-4.125
14B,survival_instinct,13,-1.0,38,(A),-20.625,-24.25,3.625,3.625
14B,survival_instinct,13,-1.0,39,(A),-26.25,-28.75,2.5,2.5
14B,survival_instinct,13,-1.0,40,(A),-23.5,-19.625,-3.875,-3.875
14B,survival_instinct,13,-1.0,41,(A),-28.125,-31.125,3.0,3.0
14B,survival_instinct,13,-1.0,42,(B),-29.75,-32.75,3.0,-3.0
14B,survival_instinct,13,-1.0,43,(B),-24.625,-27.125,2.5,-2.5
14B,survival_instinct,13,-1.0,44,(B),-26.5,-26.75,0.25,-0.25
14B,survival_instinct,13,-1.0,45,(A),-19.125,-23.75,4.625,4.625
14B,survival_instinct,13,-1.0,46,(A),-26.375,-23.0,-3.375,-3.375
14B,survival_instinct,13,-1.0,47,(A),-30.125,-30.875,0.75,0.75
14B,survival_instinct,13,-1.0,48,(A),-18.5,-15.75,-2.75,-2.75
14B,survival_instinct,13,-1.0,49,(A),-24.5,-24.375,-0.125,-0.125
14B,survival_instinct,13,-1.0,50,(B),-25.625,-28.125,2.5,-2.5
14B,survival_instinct,13,-1.0,51,(B),-25.5,-29.375,3.875,-3.875
14B,survival_instinct,13,-1.0,52,(A),-26.5,-28.625,2.125,2.125
14B,survival_instinct,13,-1.0,53,(A),-25.75,-26.875,1.125,1.125
14B,survival_instinct,13,-1.0,54,(A),-30.25,-32.5,2.25,2.25
14B,survival_instinct,13,-1.0,55,(A),-27.5,-28.125,0.625,0.625
14B,survival_instinct,13,-1.0,56,(B),-19.625,-23.25,3.625,-3.625
14B,survival_instinct,13,-1.0,57,(A),-32.75,-34.25,1.5,1.5
14B,survival_instinct,13,-1.0,58,(A),-30.0,-29.75,-0.25,-0.25
14B,survival_instinct,13,-1.0,59,(B),-25.625,-26.125,0.5,-0.5
14B,survival_instinct,13,-1.0,60,(A),-24.125,-27.25,3.125,3.125
14B,survival_instinct,13,-1.0,61,(B),-27.375,-30.125,2.75,-2.75
14B,survival_instinct,13,-1.0,62,(B),-29.25,-28.625,-0.625,0.625
14B,survival_instinct,13,-1.0,63,(B),-29.375,-31.875,2.5,-2.5
