model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
32B,survival_instinct,21,-1.0,0,(B),-11.125,-8.875,-2.25,2.25
32B,survival_instinct,21,-1.0,1,(B),-14.75,-11.125,-3.625,3.625
32B,survival_instinct,21,-1.0,2,(A),-12.125,-8.75,-3.375,-3.375
32B,survival_instinct,21,-1.0,3,(B),-12.625,-10.625,-2.0,2.0
32B,survival_instinct,21,-1.0,4,(B),-13.375,-12.375,-1.0,1.0
32B,survival_instinct,21,-1.0,5,(B),-10.5625,-10.3125,-0.25,0.25
32B,survival_instinct,21,-1.0,6,(A),-10.625,-12.25,1.625,1.625
32B,survival_instinct,21,-1.0,7,(A),-9.8125,-9.6875,-0.125,-0.125
32B,survival_instinct,21,-1.0,8,(B),-14.25,-10.5,-3.75,3.75
32B,survival_instinct,21,-1.0,9,(B),-9.625,-8.875,-0.75,0.75
32B,survival_instinct,21,-1.0,10,(B),-11.5,-9.25,-2.25,2.25
32B,survival_instinct,21,-1.0,11,(B),-12.0,-11.875,-0.125,0.125
32B,survival_instinct,21,-1.0,12,(B),-15.5,-13.25,-2.25,2.25
32B,survival_instinct,21,-1.0,13,(A),-9.25,-8.875,-0.375,-0.375
32B,survival_instinct,21,-1.0,14,(B),-13.25,-11.5,-1.75,1.75
32B,survival_instinct,21,-1.0,15,(A),-12.5,-13.625,1.125,1.125
32B,survival_instinct,21,-1.0,16,(A),-12.875,-8.25,-4.625,-4.625
32B,survival_instinct,21,-1.0,17,(B),-10.25,-7.875,-2.375,2.375
32B,survival_instinct,21,-1.0,18,(B),-10.75,-11.875,1.125,-1.125
32B,survival_instinct,21,-1.0,19,(A),-13.625,-10.625,-3.0,-3.0
32B,survival_instinct,21,-1.0,20,(B),-11.0,-9.625,-1.375,1.375
32B,survival_instinct,21,-1.0,21,(B),-10.875,-9.375,-1.5,1.5
32B,survival_instinct,21,-1.0,22,(B),-9.25,-9.0,-0.25,0.25
32B,survival_instinct,21,-1.0,23,(B),-15.125,-10.625,-4.5,4.5
32B,survival_instinct,21,-1.0,24,(B),-14.5,-10.5,-4.0,4.0
32B,survival_instinct,21,-1.0,25,(A),-10.625,-9.375,-1.25,-1.25
32B,survival_instinct,21,-1.0,26,(B),-9.875,-9.0,-0.875,0.875
32B,survival_instinct,21,-1.0,27,(B),-10.125,-9.125,-1.0,1.0
32B,survival_instinct,21,-1.0,28,(A),-11.125,-7.375,-3.75,-3.75
32B,survival_instinct,21,-1.0,29,(A),-9.5,-9.375,-0.125,-0.125
32B,survival_instinct,21,-1.0,30,(B),-15.0,-11.375,-3.625,3.625
32B,survival_instinct,21,-1.0,31,(B),-16.625,-13.25,-3.375,3.375
32B,survival_instinct,21,-1.0,32,(B),-8.375,-9.625,1.25,-1.25
32B,survival_instinct,21,-1.0,33,(A),-11.375,-8.75,-2.625,-2.625
32B,survival_instinct,21,-1.0,34,(A),-14.875,-16.25,1.375,1.375
32B,survival_instinct,21,-1.0,35,(A),-11.375,-12.375,1.0,1.0
32B,survival_instinct,21,-1.0,36,(B),-14.375,-13.0,-1.375,1.375
32B,survival_instinct,21,-1.0,37,(B),-12.375,-12.75,0.375,-0.375
32B,survival_instinct,21,-1.0,38,(A),-10.375,-10.375,0.0,0.0
32B,survival_instinct,21,-1.0,39,(A),-12.1875,-12.6875,0.5,0.5
32B,survival_instinct,21,-1.0,40,(A),-12.25,-8.125,-4.125,-4.125
32B,survival_instinct,21,-1.0,41,(A),-8.0,-7.25,-0.75,-0.75
32B,survival_instinct,21,-1.0,42,(B),-13.6875,-15.3125,1.625,-1.625
32B,survival_instinct,21,-1.0,43,(B),-11.0625,-10.4375,-0.625,0.625
32B,survival_instinct,21,-1.0,44,(B),-13.375,-11.0,-2.375,2.375
32B,survival_instinct,21,-1.0,45,(A),-9.875,-10.875,1.0,1.0
32B,survival_instinct,21,-1.0,46,(A),-11.25,-8.0,-3.25,-3.25
32B,survival_instinct,21,-1.0,47,(A),-14.5,-14.625,0.125,0.125
32B,survival_instinct,21,-1.0,48,(A),-13.25,-9.0,-4.25,-4.25
32B,survival_instinct,21,-1.0,49,(A),-10.75,-6.375,-4.375,-4.375
32B,survival_instinct,21,-1.0,50,(B),-10.875,-10.75,-0.125,0.125
32B,survival_instinct,21,-1.0,51,(B),-10.875,-9.625,-1.25,1.25
32B,survival_instinct,21,-1.0,52,(A),-15.125,-13.375,-1.75,-1.75
32B,survival_instinct,21,-1.0,53,(A),-11.75,-12.125,0.375,0.375
32B,survival_instinct,21,-1.0,54,(A),-12.375,-11.125,-1.25,-1.25
32B,survival_instinct,21,-1.0,55,(A),-14.25,-10.25,-4.0,-4.0
