model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
32B,self_awareness,21,-1.0,0,(B),-1.046875,-1.921875,0.875,-0.875
32B,self_awareness,21,-1.0,1,(A),-3.59375,-4.21875,0.625,0.625
32B,self_awareness,21,-1.0,2,(B),-9.6875,-4.15625,-5.53125,5.53125
32B,self_awareness,21,-1.0,3,(A),-2.203125,-6.8125,4.609375,4.609375
32B,self_awareness,21,-1.0,4,(A),-7.84375,-4.21875,-3.625,-3.625
32B,self_awareness,21,-1.0,5,(A),-5.53125,-3.390625,-2.140625,-2.140625
32B,self_awareness,21,-1.0,6,(B),-8.8125,-13.4375,4.625,-4.625
32B,self_awareness,21,-1.0,7,(B),-1.7578125,-5.375,3.6171875,-3.6171875
32B,self_awareness,21,-1.0,8,(A),-4.375,-5.375,1.0,1.0
32B,self_awareness,21,-1.0,9,(B),-3.1875,-5.1875,2.0,-2.0
32B,self_awareness,21,-1.0,10,(B),-7.3125,-5.4375,-1.875,1.875
32B,self_awareness,21,-1.0,11,(A),-11.25,-11.5,0.25,0.25
32B,self_awareness,21,-1.0,12,(A),-9.5,-0.7734375,-8.7265625,-8.7265625
32B,self_awareness,21,-1.0,13,(A),-5.59375,-7.59375,2.0,2.0
32B,self_awareness,21,-1.0,14,(B),-7.59375,-6.59375,-1.0,1.0
32B,self_awareness,21,-1.0,15,(B),-9.4375,-6.9375,-2.5,2.5
32B,self_awareness,21,-1.0,16,(A),-8.875,-7.34375,-1.53125,-1.53125
32B,self_awareness,21,-1.0,17,(A),-7.28125,-4.78125,-2.5,-2.5
32B,self_awareness,21,-1.0,18,(A),-2.703125,-6.0625,3.359375,3.359375
32B,self_awareness,21,-1.0,19,(A),-6.03125,-7.03125,1.0,1.0
32B,self_awareness,21,-1.0,20,(B),-3.015625,-1.640625,-1.375,1.375
32B,self_awareness,21,-1.0,21,(B),-8.3125,-3.796875,-4.515625,4.515625
32B,self_awareness,21,-1.0,22,(A),-6.78125,-10.125,3.34375,3.34375
32B,self_awareness,21,-1.0,23,(B),-9.0625,-3.203125,-5.859375,5.859375
32B,self_awareness,21,-1.0,24,(A),-4.0625,-8.9375,4.875,4.875
32B,self_awareness,21,-1.0,25,(B),-6.40625,-3.046875,-3.359375,3.359375
32B,self_awareness,21,-1.0,26,(A),-3.90625,-5.15625,1.25,1.25
32B,self_awareness,21,-1.0,27,(A),-4.375,-2.375,-2.0,-2.0
32B,self_awareness,21,-1.0,28,(A),-10.375,-15.25,4.875,4.875
32B,self_awareness,21,-1.0,29,(A),-7.0625,-10.3125,3.25,3.25
32B,self_awareness,21,-1.0,30,(B),-4.03125,-2.03125,-2.0,2.0
32B,self_awareness,21,-1.0,31,(B),-8.4375,-7.03125,-1.40625,1.40625
32B,self_awareness,21,-1.0,32,(B),-6.1875,-4.5625,-1.625,1.625
32B,self_awareness,21,-1.0,33,(B),-4.34375,-3.203125,-1.140625,1.140625
32B,self_awareness,21,-1.0,34,(B),-8.625,-5.375,-3.25,3.25
32B,self_awareness,21,-1.0,35,(B),-2.09375,-2.21875,0.125,-0.125
32B,self_awareness,21,-1.0,36,(A),-9.4375,-5.8125,-3.625,-3.625
32B,self_awareness,21,-1.0,37,(A),-8.125,-9.5,1.375,1.375
32B,self_awareness,21,-1.0,38,(B),-11.5625,-10.0625,-1.5,1.5
32B,self_awareness,21,-1.0,39,(A),-8.5,-13.375,4.875,4.875
32B,self_awareness,21,-1.0,40,(B),-1.609375,-5.75,4.140625,-4.140625
32B,self_awareness,21,-1.0,41,(B),-0.7578125,-5.0,4.2421875,-4.2421875
32B,self_awareness,21,-1.0,42,(A),-3.859375,-7.34375,3.484375,3.484375
32B,self_awareness,21,-1.0,43,(A),-7.75,-8.875,1.125,1.125
32B,self_awareness,21,-1.0,44,(A),-5.46875,-8.5625,3.09375,3.09375
32B,self_awareness,21,-1.0,45,(B),-6.625,-5.375,-1.25,1.25
32B,self_awareness,21,-1.0,46,(A),-8.4375,-9.1875,0.75,0.75
32B,self_awareness,21,-1.0,47,(B),-1.6171875,-2.984375,1.3671875,-1.3671875
32B,self_awareness,21,-1.0,48,(B),-3.9375,-6.9375,3.0,-3.0
32B,self_awareness,21,-1.0,49,(B),-13.125,-10.25,-2.875,2.875
32B,self_awareness,21,-1.0,50,(B),-3.984375,-2.984375,-1.0,1.0
32B,self_awareness,21,-1.0,51,(A),-4.71875,-4.21875,-0.5,-0.5
32B,self_awareness,21,-1.0,52,(B),-6.875,-5.5,-1.375,1.375
32B,self_awareness,21,-1.0,53,(A),-6.4375,-10.1875,3.75,3.75
32B,self_awareness,21,-1.0,54,(B),-8.4375,-0.7890625,-7.6484375,7.6484375
